author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Галс-Девелопмент,developer,https://www.cian.ru/sale/flat/303040427/,Москва,sale,flat,4,6,1,51.2,-1,0,57190400.0,Замоскворечье,Космодамианская набережная,4/22С9,Новокузнецкая,Клубный дом Космо 4/22
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299735563/,Москва,sale,flat,8,9,5,257.0,-1,0,400000000.0,Хамовники,Саввинская набережная,13,Киевская,SAVVIN RIVER RESIDENCE
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/294209268/,Москва,sale,flat,15,18,3,115.0,-1,0,96948279.0,Раменки,Ломоносовский проспект,25к5,Университет,Dominion
Capital Group,developer,https://www.cian.ru/sale/flat/291360142/,Москва,sale,flat,40,85,3,166.0,-1,0,123615831.0,Пресненский,1-й Красногвардейский проезд,21с2,Москва-Сити,МФК ОКО
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/299609442/,Москва,sale,flat,9,18,3,128.0,-1,0,67800000.0,Пресненский,Шмитовский проезд,20,Москва-Сити,Дом на Пресне
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/303635675/,Москва,sale,flat,4,13,3,82.9,-1,0,43000000.0,Раменки,Винницкая ,8к4,Раменки,Настоящее
Среда,developer,https://www.cian.ru/sale/flat/303859242/,Москва,sale,flat,3,13,3,71.3,-1,0,26152840.0,Очаково-Матвеевское,Очаково мкр,,Аминьевская,Среда на Лобачевского
ID 14953,realtor,https://www.cian.ru/sale/flat/288452371/,Москва,sale,flat,13,14,3,92.0,-1,0,72999999.0,Таганский,Гончарная ,38,,
3SGroup,developer,https://www.cian.ru/sale/flat/299379062/,Москва,sale,flat,2,17,1,25.7,-1,0,7366334.0,,,,Корниловская,FOREVILLE
Tekta Group,developer,https://www.cian.ru/sale/flat/301259703/,Москва,sale,flat,14,42,3,65.9,-1,0,34333900.0,Котловка,Севастопольский проспект,22А,Нагорная,Eniteo
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/297042900/,Москва,sale,flat,3,10,3,173.6,-1,0,165000000.0,Тверской,Большая Грузинская ,69,Белорусская,Четыре Ветра
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/299888104/,Москва,sale,flat,44,65,1,52.0,-1,0,41000000.0,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/279413208/,Москва,sale,flat,5,14,5,202.0,-1,0,325000000.0,Хамовники,Погодинская ,4,Фрунзенская,GRAND DELUXE на Плющихе
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300119085/,Москва,sale,flat,7,7,4,283.0,-1,0,500000000.0,Пресненский,Электрический переулок,10,Белорусская,Edison House
MR Group,developer,https://www.cian.ru/sale/flat/303224684/,Москва,sale,flat,12,44,3,85.19,-1,0,39036699.0,Марьина роща, 4-я Марьиной рощи,12К3,Марьина Роща,Mod
COLDY,developer,https://www.cian.ru/sale/flat/303330182/,Москва,sale,flat,3,15,1,47.85,-1,0,39444352.0,Даниловский, Серпуховский Вал,7с5,Тульская,Дом 7 Даниловский
Минские холмы,developer,https://www.cian.ru/sale/flat/300673111/,Москва,sale,flat,10,56,4,110.1,-1,0,40548808.0,Раменки,,,Минская,Вилл Тауэрс ЖК
HYDE Residences,real_estate_agent,https://www.cian.ru/sale/flat/303400078/,Москва,sale,flat,35,78,2,82.0,-1,0,55600000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/301895333/,Москва,sale,flat,10,21,3,178.0,-1,0,106000800.0,Пресненский,Большой Тишинский переулок,10С1,Баррикадная,"Большой Тишинский переулок, 10с1"
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/297039409/,Москва,sale,flat,9,21,3,116.8,-1,0,125700000.0,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/300348491/,Москва,sale,flat,6,17,4,218.0,-1,0,135000000.0,Раменки,Мосфильмовская ,70к7,Минская,Воробьевы Горы
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/304062869/,Москва,sale,flat,2,4,4,240.5,-1,0,600000000.0,Раменки,Минская ,2Вк6,Минская,Снегири Эко
ДОНСТРОЙ,developer,https://www.cian.ru/sale/flat/304095264/,Москва,sale,flat,16,26,4,105.9,-1,0,42201150.0,Лефортово,бульвар Сенкевича,,Римская,Символ
Optima Development,developer,https://www.cian.ru/sale/flat/301041574/,Москва,sale,flat,15,41,5,207.2,-1,0,135847821.0,Хорошевский,Ленинградский проспект,37/2,Петровский Парк,Прайм Парк
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/298833706/,Москва,sale,flat,70,75,3,100.0,-1,0,150000000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/301219445/,Москва,sale,flat,3,6,3,118.9,-1,0,240000000.0,Хамовники,Бутиковский переулок,3,Парк Культуры,Коппер Хаус
А101,developer,https://www.cian.ru/sale/flat/292130859/,Москва,sale,flat,15,15,4,61.7,-1,0,12652264.0,,,,Коммунарка,Деснаречье ЖК
Концерн КРОСТ,developer,https://www.cian.ru/sale/flat/299370735/,Москва,sale,flat,3,6,2,52.7,-1,0,24610900.0,Хорошево-Мневники, Саляма Адиля,2А,Народное Ополчение,Wellton SPA Residence
Группа Родина,developer,https://www.cian.ru/sale/flat/303880509/,Москва,sale,flat,5,19,3,71.6,-1,0,34961800.0,Можайский,,,Давыдково,Родина Парк ЖК
Группа Родина,developer,https://www.cian.ru/sale/flat/291114499/,Москва,sale,flat,2,23,3,84.6,-1,0,39369800.0,Ростокино,,к4,Ботанический сад,Союз ЖК
Sminex,developer,https://www.cian.ru/sale/flat/303262403/,Москва,sale,flat,11,21,3,78.9,-1,0,44150000.0,Марфино, Академика Королева,21,Бутырская,Дом Достижение
ЗАПАДНЫЙ САД,real_estate_agent,https://www.cian.ru/sale/flat/303321168/,Москва,sale,flat,2,14,3,72.0,-1,0,46500000.0,Раменки,проспект Генерала Дорохова,39к1Б,Минская,Собрание клубных домов West Garden
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/303060724/,Москва,sale,flat,8,32,2,63.4,-1,0,51000000.0,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
AFI Development,developer,https://www.cian.ru/sale/flat/303141949/,Москва,sale,flat,23,25,5,156.9,-1,0,88297672.0,Обручевский, Академика Челомея,1А,Воронцовская,AFI Park Воронцовский
EraOneHolding,developer,https://www.cian.ru/sale/flat/299053644/,Москва,sale,flat,7,8,3,128.6,-1,0,128600000.0,Арбат, Арбат,24,Смоленская,Turandot Residences
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/301155674/,Москва,sale,flat,5,7,5,185.0,-1,0,170000000.0,Хамовники,Смоленский бульвар,24к3,Смоленская,Клубный дом на Смоленском бульваре
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/302660682/,Москва,sale,flat,24,25,4,300.0,-1,0,174990000.0,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES
Capital Group,developer,https://www.cian.ru/sale/flat/284503838/,Москва,sale,flat,59,67,5,197.2,-1,0,199566400.0,Пресненский,,,Москва-Сити,Capital Towers
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/303279172/,Москва,sale,flat,2,6,5,200.0,-1,0,205000000.0,Замоскворечье,Большой Ордынский переулок,4С3,Третьяковская,Собрание клубных домов ORDYNKA
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/299655879/,Москва,sale,flat,14,24,2,46.0,-1,0,31000000.0,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299771808/,Москва,sale,flat,24,56,3,71.0,-1,0,33500000.0,Раменки,проспект Генерала Дорохова,вл1к3,Минская,Will Towers
Forma,developer,https://www.cian.ru/sale/flat/297983416/,Москва,sale,flat,16,25,3,79.2,-1,0,34898688.0,Аэропорт,Часовая ,28к8,Сокол,SOUL
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/300862129/,Москва,sale,flat,24,24,2,58.0,-1,0,38950000.0,Хорошево-Мневники,Шелепихинская набережная,34к3,Шелепиха,Сердце Столицы
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/295983268/,Москва,sale,flat,44,44,2,86.3,-1,0,42000000.0,Хорошево-Мневники, Шеногина,,Шелепиха,Sydney City
КОРТРОС,developer,https://www.cian.ru/sale/flat/298604189/,Москва,sale,flat,22,24,4,100.27,-1,0,44820690.0,Останкинский,,,Алексеевская,АйЛав ЖК
GloraX,developer,https://www.cian.ru/sale/flat/303477008/,Москва,sale,flat,4,21,3,91.99,-1,0,45559999.0,Беговой, 1-я Ямского Поля,28С3,Белорусская,GloraX Premium Белорусская
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/299551213/,Москва,sale,flat,4,4,2,59.9,-1,0,48000000.0,Пресненский,Малый Козихинский переулок,8/18,Пушкинская,
ЗАПАДНЫЙ САД,real_estate_agent,https://www.cian.ru/sale/flat/304065029/,Москва,sale,flat,9,14,3,67.0,-1,0,52000000.0,Раменки,проспект Генерала Дорохова,39к1Б,Минская,Собрание клубных домов West Garden
ЗАПАДНЫЙ САД,real_estate_agent,https://www.cian.ru/sale/flat/303338242/,Москва,sale,flat,7,14,4,94.0,-1,0,57499000.0,Раменки,проспект Генерала Дорохова,39к1Б,Минская,Собрание клубных домов West Garden
ЗАПАДНЫЙ САД,real_estate_agent,https://www.cian.ru/sale/flat/304065028/,Москва,sale,flat,9,14,3,77.0,-1,0,59988700.0,Раменки,проспект Генерала Дорохова,39к1Г,Минская,Собрание клубных домов West Garden
ЗАПАДНЫЙ САД,real_estate_agent,https://www.cian.ru/sale/flat/303321175/,Москва,sale,flat,4,14,4,102.0,-1,0,62488700.0,Раменки,проспект Генерала Дорохова,39к1Д,Минская,Собрание клубных домов West Garden
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300148343/,Москва,sale,flat,3,15,3,104.0,-1,0,65200000.0,Аэропорт,Ленинградский проспект,36с39,Петровский Парк,ВТБ Арена парк
ЗАПАДНЫЙ САД,real_estate_agent,https://www.cian.ru/sale/flat/304133385/,Москва,sale,flat,8,13,5,136.0,-1,0,91999000.0,Раменки,проспект Генерала Дорохова,39к2В,Минская,Собрание клубных домов West Garden
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/304247053/,Москва,sale,flat,6,17,3,112.6,-1,0,95000000.0,Замоскворечье,Мытная ,7с1,Серпуховская,Английский квартал
WELHOME,real_estate_agent,https://www.cian.ru/sale/flat/298499782/,Москва,sale,flat,15,19,3,108.5,-1,0,96948279.0,Раменки,Ломоносовский проспект,25к5,Университет,Dominion
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/304369940/,Москва,sale,flat,3,9,4,143.0,-1,0,107500000.0,Таганский,Серебрянический переулок,8,Китай-город,Титул на Серебрянической
Сбербанк Капитал,developer,https://www.cian.ru/sale/flat/288177343/,Москва,sale,flat,2,7,2,123.5,-1,0,129545349.0,Якиманка,Софийская набережная,36,Новокузнецкая,Резиденция 1864
Novel Estates,real_estate_agent,https://www.cian.ru/sale/flat/303484437/,Москва,sale,flat,11,22,4,138.0,-1,0,140000000.0,Пресненский,,,Краснопресненская,Скай Вью ЖК
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/293888101/,Москва,sale,flat,3,6,4,201.0,-1,0,140000000.0,Арбат,переулок Плотников,21С1,Смоленская,
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/302340221/,Москва,sale,flat,5,6,3,160.0,-1,0,197000000.0,Замоскворечье,Садовническая набережная,7,Новокузнецкая,BALCHUG VIEWPOINT
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/302196871/,Москва,sale,flat,3,9,3,50.4,-1,0,12800000.0,Орехово-Борисово Северное,Каширское шоссе,98К2,Домодедовская,
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/301804977/,Москва,sale,flat,5,29,2,49.3,-1,0,25990000.0,Хорошево-Мневники,,,Шелепиха,Сидней Сити ЖК
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/296711017/,Москва,sale,flat,6,12,2,52.0,-1,0,30000000.0,Аэропорт,Ленинградский проспект,36с36,Динамо,ВТБ Арена парк
ЗАПАДНЫЙ САД,real_estate_agent,https://www.cian.ru/sale/flat/303321197/,Москва,sale,flat,1,14,3,68.0,-1,0,36988700.0,Раменки,проспект Генерала Дорохова,39к2Д,Минская,Собрание клубных домов West Garden
TimeProperty,real_estate_agent,https://www.cian.ru/sale/flat/293666231/,Москва,sale,flat,20,43,3,84.2,-1,0,38500000.0,Хорошево-Мневники,Шелепихинская набережная,34к7,Шелепиха,Сердце Столицы
ЗАПАДНЫЙ САД,real_estate_agent,https://www.cian.ru/sale/flat/303321166/,Москва,sale,flat,11,14,3,73.5,-1,0,44988700.0,Раменки,проспект Генерала Дорохова,39к1Г,Минская,Собрание клубных домов West Garden
Стадион Спартак,developer,https://www.cian.ru/sale/flat/277489607/,Москва,sale,flat,3,22,2,80.7,-1,0,51341340.0,Покровское-Стрешнево,Северо-Западный ао,,Спартак,Клубный Город на Реке Примавера ЖК
ЗАПАДНЫЙ САД,real_estate_agent,https://www.cian.ru/sale/flat/303321159/,Москва,sale,flat,5,14,4,98.0,-1,0,53988700.0,Раменки,проспект Генерала Дорохова,39к1В,Минская,Собрание клубных домов West Garden
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/263705047/,Москва,sale,flat,7,14,4,190.5,-1,0,56900000.0,Кунцево,Молодогвардейская ,8к1,Кунцевская,
ЗАПАДНЫЙ САД,real_estate_agent,https://www.cian.ru/sale/flat/302089162/,Москва,sale,flat,4,14,4,135.0,-1,0,84999000.0,Раменки,проспект Генерала Дорохова,39к1Г,Минская,Собрание клубных домов West Garden
Sense Development,developer,https://www.cian.ru/sale/flat/298147737/,Москва,sale,flat,13,13,2,110.6,-1,0,93968229.0,Даниловский,Подольское шоссе,3,Тульская,Logos
333980,real_estate_agent,https://www.cian.ru/sale/flat/298636763/,Москва,sale,flat,15,19,3,115.0,-1,0,96985680.0,Раменки,Ломоносовский проспект,25к5,Университет,Dominion
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/220126243/,Москва,sale,flat,3,4,4,149.0,-1,0,139000000.0,Арбат,Староконюшенный переулок,33,Кропоткинская,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/293867638/,Москва,sale,flat,3,5,5,201.0,-1,0,140000000.0,Арбат,переулок Плотников,21С1,Смоленская,
Webster,real_estate_agent,https://www.cian.ru/sale/flat/276637789/,Москва,sale,flat,9,19,5,181.8,-1,0,150000000.0,Тверской,Краснопролетарская ,7,Новослободская,Ласточкино гнездо
Трансстройинвест,developer,https://www.cian.ru/sale/flat/301764417/,Москва,sale,flat,2,7,3,123.1,-1,0,155401440.0,Мещанский,Большой Кисельный переулок,11,Тургеневская,Frank's house
ЛюксДом,real_estate_agent,https://www.cian.ru/sale/flat/301518985/,Москва,sale,flat,6,7,5,271.7,-1,0,294000000.0,Хамовники,Смоленский бульвар,24к3,Смоленская,Клубный дом на Смоленском бульваре
COLDY,developer,https://www.cian.ru/sale/flat/297997331/,Москва,sale,flat,4,14,2,155.65,-1,0,309027198.0,Хамовники,переулок 1-й Тружеников,12,Киевская,Хамовники 12
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/297761691/,Москва,sale,flat,3,6,4,166.0,-1,0,318000000.0,Хамовники,Пожарский переулок,3,Кропоткинская,Villa Grace
КРОСТ,developer,https://www.cian.ru/sale/flat/296745429/,Москва,sale,flat,26,28,2,47.5,-1,0,22182500.0,Хорошево-Мневники, Генерала Глаголева,,,CRYSTAL Трилогия
Ташир,developer,https://www.cian.ru/sale/flat/296420365/,Москва,sale,flat,5,21,3,72.0,-1,0,30280000.0,Очаково-Матвеевское,Аминьевское шоссе,6,Давыдково,West Tower (Апартаменты бизнес-класса)
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/288175864/,Москва,sale,flat,2,30,4,104.1,-1,0,33520200.0,Чертаново Южное,,1.1,Аннино,Варшавские Ворота ЖК
ЗАПАДНЫЙ САД,real_estate_agent,https://www.cian.ru/sale/flat/303321173/,Москва,sale,flat,3,12,3,73.0,-1,0,47488700.0,Раменки,проспект Генерала Дорохова,39к1Е,Минская,Собрание клубных домов West Garden
Estes,real_estate_agent,https://www.cian.ru/sale/flat/304220875/,Москва,sale,flat,7,12,3,130.4,-1,0,64000000.0,Якиманка,Конный переулок,4,Шаболовская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/283967307/,Москва,sale,flat,9,12,3,101.1,-1,0,75000000.0,Раменки,проспект Генерала Дорохова,39к1Д,Минская,Собрание клубных домов West Garden
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/302086684/,Москва,sale,flat,8,20,3,135.0,-1,0,155000000.0,Пресненский,2-я Звенигородская ,12С19,Улица 1905 года,Lucky
Метриум Премиум Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/297898136/,Москва,sale,flat,6,7,5,271.7,-1,0,294000000.0,Хамовники,Смоленский бульвар,24к3,Смоленская,Клубный дом на Смоленском бульваре
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/293100672/,Москва,sale,flat,2,5,3,207.4,-1,0,440844000.0,Тверской,Никольская ,10/2С2б,Лубянка,St. Nickolas
А101,developer,https://www.cian.ru/sale/flat/279343483/,Москва,sale,flat,10,19,4,72.6,-1,0,15499084.0,,,к2.3,Бунинская аллея,Бунинские Кварталы ЖК
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/299695503/,Москва,sale,flat,16,17,4,98.5,-1,0,22500000.0,,,8к6,Прокшино,Прокшино ЖК
Пионер,developer,https://www.cian.ru/sale/flat/301514686/,Москва,sale,flat,6,13,3,80.51,-1,0,34598841.0,Москворечье-Сабурово,,,Варшавская,Лайф Варшавская ЖК
Capital Group,developer,https://www.cian.ru/sale/flat/300285578/,Москва,sale,flat,5,30,4,156.4,-1,0,60652605.0,Якиманка,Мытная ,40к1,Серпуховская,Sky House
MR Group,developer,https://www.cian.ru/sale/flat/303549035/,Москва,sale,flat,23,36,3,103.1,-1,0,87840375.0,Беговой,Ленинградский проспект,вл8,Белорусская,Slava
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300907654/,Москва,sale,flat,3,13,3,149.9,-1,0,128000000.0,Пресненский,Большая Грузинская ,19,Баррикадная,
Sminex,developer,https://www.cian.ru/sale/flat/293713738/,Москва,sale,flat,5,14,2,123.1,-1,0,343150000.0,Якиманка,,,Полянка,Лаврушинский ЖК
А101,developer,https://www.cian.ru/sale/flat/293278239/,Москва,sale,flat,8,10,4,64.1,-1,0,14956318.0,,,2.4,Коммунарка,Дзен-кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/301534134/,Москва,sale,flat,5,10,5,94.8,-1,0,16395600.0,,,3.3,Толстопальцево,Родные кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/293986904/,Москва,sale,flat,14,17,4,97.7,-1,0,23758953.0,,,25.1,Улица Горчакова,Скандинавия ЖК
MR Group,developer,https://www.cian.ru/sale/flat/303224703/,Москва,sale,flat,12,44,2,61.78,-1,0,31685870.0,Марьина роща, 4-я Марьиной рощи,12К3,Марьина Роща,Mod
Группа Родина,developer,https://www.cian.ru/sale/flat/292583913/,Москва,sale,flat,12,23,2,67.5,-1,0,36380000.0,Ростокино,,к4,Ботанический сад,Союз ЖК
Prime Life Development,developer,https://www.cian.ru/sale/flat/299132370/,Москва,sale,flat,3,28,3,82.97,-1,0,40011896.0,Нагатино-Садовники,,,Нагатинская,Первый Нагатинский
А101,developer,https://www.cian.ru/sale/flat/291666523/,Москва,sale,flat,7,16,4,103.3,-1,0,44375691.0,Сокол, Зорге,25С2,Зорге,Дом на Зорге
HYDE Residences,real_estate_agent,https://www.cian.ru/sale/flat/301809971/,Москва,sale,flat,58,78,2,75.0,-1,0,45000000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
Vesco Realty,real_estate_agent,https://www.cian.ru/sale/flat/294265604/,Москва,sale,flat,10,14,3,70.2,-1,0,50000000.0,Раменки,проспект Генерала Дорохова,39к1,Минская,Собрание клубных домов West Garden
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301042658/,Москва,sale,flat,24,79,1,72.0,-1,0,63000000.0,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/303564346/,Москва,sale,flat,3,20,2,56.6,-1,0,64186000.0,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/296282173/,Москва,sale,flat,5,21,4,222.8,-1,0,118000000.0,Пресненский,Большой Тишинский переулок,10С1,Баррикадная,"Большой Тишинский переулок, 10с1"
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/303582855/,Москва,sale,flat,21,26,4,139.0,-1,0,170000000.0,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES
ЛюксДом,real_estate_agent,https://www.cian.ru/sale/flat/301062471/,Москва,sale,flat,5,6,3,161.0,-1,0,197000000.0,Замоскворечье,Садовническая набережная,7,Новокузнецкая,BALCHUG VIEWPOINT
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/303487777/,Москва,sale,flat,1,7,5,398.1,-1,0,250000000.0,Крылатское,Крылатская ,45К3,Крылатское,Долина грез
Брусника,developer,https://novosibirsk.cian.ru/sale/flat/296609139/,Новосибирск,sale,flat,2,15,2,41.62,-1,0,6910000,Заельцовский, Аэропорт,88,Заельцовская,Авиатор
СЖК,real_estate_agent,https://novosibirsk.cian.ru/sale/flat/300788035/,Новосибирск,sale,flat,19,27,1,45.0,-1,0,7350000,Заельцовский, Кузьмы Минина,9/3,Заельцовская,
Strizhi trade-in,real_estate_agent,https://novosibirsk.cian.ru/sale/flat/302446021/,Новосибирск,sale,flat,3,29,5,178.1,-1,0,15850000,Заельцовский,Кавалерийская ,3/1,Заельцовская,LEO
Брусника,developer,https://novosibirsk.cian.ru/sale/flat/296750735/,Новосибирск,sale,flat,2,15,1,41.7,-1,0,6910000,Заельцовский, Аэропорт,88,Заельцовская,Авиатор
СЖК,real_estate_agent,https://novosibirsk.cian.ru/sale/flat/294846206/,Новосибирск,sale,flat,7,9,4,154.2,-1,0,44900000,Заельцовский,Дачное шоссе,22/2,Заельцовская,Эко-квартал Flora&Fauna
Квартирный портал,real_estate_agent,https://novosibirsk.cian.ru/sale/flat/301851922/,Новосибирск,sale,flat,5,17,2,42.7,-1,0,3480000,Кировский, Виктора Уса,15,Площадь Маркса,
Брусника,developer,https://novosibirsk.cian.ru/sale/flat/304257809/,Новосибирск,sale,flat,5,30,2,41.72,-1,0,7990000,Центральный,,,Гагаринская,Мылзавод ЖК
СЖК,real_estate_agent,https://novosibirsk.cian.ru/sale/flat/302763229/,Новосибирск,sale,flat,1,6,2,76.4,-1,0,23900000,Заельцовский,Дачное шоссе,22,Заельцовская,Эко-квартал Flora&Fauna
ID 118612328,homeowner,https://novosibirsk.cian.ru/sale/flat/304190497/,Новосибирск,sale,flat,1,5,1,30.9,-1,0,3000000,Ленинский, Немировича-Данченко,28,Площадь Маркса,
Стрижи,developer,https://novosibirsk.cian.ru/sale/flat/303937601/,Новосибирск,sale,flat,3,17,2,41.1,-1,0,5670000,Заельцовский, Лобачевского,53/2,Заельцовская,Рафинад
СЖК,real_estate_agent,https://novosibirsk.cian.ru/sale/flat/294844861/,Новосибирск,sale,flat,8,9,2,64.0,-1,0,9190000,Ленинский, Серафимовича,30/2,Площадь Маркса,
Всем Квартиру,real_estate_agent,https://novosibirsk.cian.ru/sale/flat/295825743/,Новосибирск,sale,flat,1,3,2,63.0,-1,0,2150000,Ленинский, Халтурина,41,Студенческая,
Брусника,developer,https://novosibirsk.cian.ru/sale/flat/304257793/,Новосибирск,sale,flat,5,30,1,41.72,-1,0,7990000,Центральный,,,Гагаринская,Мылзавод ЖК
Все Новые Дома,real_estate_agent,https://novosibirsk.cian.ru/sale/flat/298995748/,Новосибирск,sale,flat,2,21,2,66.33,-1,0,10570490,Октябрьский,Зыряновская ,61,Речной вокзал,по ул. Зыряновская
Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/sale/flat/300109593/,Новосибирск,sale,flat,2,10,4,78.2,-1,0,7700000,Октябрьский, Белинского,3,Октябрьская,
Стрижи,developer,https://novosibirsk.cian.ru/sale/flat/303023121/,Новосибирск,sale,flat,11,17,1,32.6,-1,0,4900000,Заельцовский, Лобачевского,51/1,Заельцовская,Рафинад
Флиппинг со вкусом,real_estate_agent,https://novosibirsk.cian.ru/sale/flat/296586993/,Новосибирск,sale,flat,17,25,3,60.0,-1,0,15500000,Октябрьский,Ипподромская ,8,Октябрьская,
Всем Квартиру,real_estate_agent,https://novosibirsk.cian.ru/sale/flat/302522581/,Новосибирск,sale,flat,9,17,2,34.3,-1,0,3990000,Ленинский,Междуреченская ,3/1,Красный Проспект,Аквамарин
Стрижи,developer,https://novosibirsk.cian.ru/sale/flat/303238267/,Новосибирск,sale,flat,3,29,2,38.4,-1,0,8250000,Заельцовский,,6,Заельцовская,Русское солнце ЖК
СЖК,real_estate_agent,https://novosibirsk.cian.ru/sale/flat/296226507/,Новосибирск,sale,flat,16,18,5,168.8,-1,0,20000000,Октябрьский,Нижегородская ,18,Октябрьская,
ID 78598519,homeowner,https://novosibirsk.cian.ru/sale/flat/304361074/,Новосибирск,sale,flat,8,9,1,30.0,-1,0,2900000,Кировский, Петухова,74,Площадь Маркса,
Стрижи,developer,https://novosibirsk.cian.ru/sale/flat/303023189/,Новосибирск,sale,flat,2,18,2,37.2,-1,0,6450000,Заельцовский, Аэропорт,64,Заельцовская,Нормандия-Неман
ID 95023783,unknown,https://novosibirsk.cian.ru/sale/flat/299542441/,Новосибирск,sale,flat,5,17,2,43.0,-1,0,7000000,Кировский,Тульская ,80,Студенческая,Тульский
Риэлта,real_estate_agent,https://novosibirsk.cian.ru/sale/flat/294494147/,Новосибирск,sale,flat,5,17,2,45.0,-1,0,4350000,Ленинский,Междуреченская ,1,Площадь Маркса,Аквамарин
Стрижи,developer,https://novosibirsk.cian.ru/sale/flat/303023495/,Новосибирск,sale,flat,2,12,2,85.5,-1,0,9950000,Калининский, Декоративный Питомник,16/9,Заельцовская,Дежнёв
Корона,real_estate_agent,https://novosibirsk.cian.ru/sale/flat/304428144/,Новосибирск,sale,flat,7,20,3,65.95,-1,0,9000000,Октябрьский,Ленинградская ,340,Речной вокзал,BALANCE
Этажи Новосибирск,real_estate_agent,https://novosibirsk.cian.ru/sale/flat/303887474/,Новосибирск,sale,flat,1,9,1,35.0,-1,0,3250000,Дзержинский, Есенина,8/1,Золотая Нива,
